image_name,x1,x2,y1,y2,label
00049.jpg,166.0,543.0,887.0,903.0,4
00050.jpg,20.0,96.0,564.0,341.0,1
00051.jpg,41.0,181.0,607.0,465.0,3
00052.jpg,39.0,29.0,774.0,395.0,6
00053.jpg,161.0,191.0,425.0,307.0,1
00054.jpg,58.0,562.0,1528.0,1081.0,5
00055.jpg,80.0,120.0,582.0,391.0,1
00056.jpg,32.0,48.0,472.0,267.0,3
00057.jpg,260.0,138.0,972.0,439.0,4
00058.jpg,11.0,35.0,256.0,173.0,3
00059.jpg,68.0,91.0,607.0,354.0,3
00060.jpg,129.0,120.0,345.0,269.0,3
00061.jpg,11.0,104.0,1011.0,742.0,3
00062.jpg,19.0,21.0,425.0,265.0,2
00063.jpg,175.0,330.0,928.0,647.0,1
00064.jpg,97.0,39.0,925.0,700.0,4
00066.jpg,30.0,39.0,221.0,125.0,4
00067.jpg,129.0,89.0,594.0,432.0,3
00068.jpg,32.0,43.0,598.0,350.0,3
00069.jpg,142.0,124.0,675.0,445.0,4
00070.jpg,220.0,313.0,1054.0,976.0,4
00072.jpg,92.0,271.0,1178.0,749.0,6
00073.jpg,15.0,12.0,314.0,230.0,3
00074.jpg,14.0,12.0,309.0,223.0,3
00075.jpg,45.0,74.0,522.0,253.0,4
00077.jpg,25.0,25.0,3502.0,2017.0,6
00078.jpg,36.0,88.0,611.0,417.0,1
00079.jpg,165.0,126.0,749.0,425.0,6
00080.jpg,20.0,21.0,292.0,217.0,3
00082.jpg,63.0,113.0,597.0,413.0,2
00084.jpg,27.0,67.0,620.0,474.0,7
00085.jpg,15.0,80.0,629.0,402.0,4
00086.jpg,119.0,300.0,1416.0,871.0,6
00087.jpg,17.0,36.0,455.0,215.0,4
00088.jpg,171.0,176.0,2373.0,1751.0,2
00089.jpg,49.0,195.0,1003.0,617.0,4
00090.jpg,5.0,43.0,296.0,211.0,3
00091.jpg,49.0,57.0,494.0,419.0,4
00092.jpg,101.0,84.0,492.0,272.0,4
00094.jpg,19.0,60.0,783.0,440.0,1
00095.jpg,110.0,171.0,1213.0,648.0,3
00096.jpg,39.0,67.0,346.0,206.0,1
00097.jpg,3.0,7.0,76.0,50.0,5
00098.jpg,65.0,37.0,578.0,360.0,4
00099.jpg,27.0,60.0,486.0,364.0,6
00100.jpg,22.0,180.0,454.0,355.0,7
00101.jpg,70.0,39.0,940.0,742.0,2
00102.jpg,99.0,130.0,396.0,222.0,4
00103.jpg,85.0,107.0,609.0,381.0,4
00104.jpg,1.0,76.0,480.0,315.0,3
00105.jpg,57.0,266.0,967.0,623.0,6
00106.jpg,69.0,75.0,236.0,161.0,4
00107.jpg,24.0,17.0,249.0,163.0,6
00108.jpg,7.0,27.0,212.0,147.0,7
00109.jpg,18.0,14.0,248.0,168.0,6
00110.jpg,19.0,2.0,591.0,387.0,1
00111.jpg,52.0,6.0,759.0,513.0,1
00112.jpg,231.0,103.0,430.0,226.0,4
00113.jpg,91.0,148.0,700.0,582.0,6
00114.jpg,19.0,72.0,624.0,397.0,7
00116.jpg,132.0,120.0,667.0,401.0,6
00117.jpg,84.0,44.0,663.0,342.0,1
00118.jpg,87.0,235.0,591.0,412.0,4
00119.jpg,173.0,370.0,1207.0,960.0,6
00121.jpg,49.0,143.0,487.0,455.0,6
00122.jpg,72.0,67.0,233.0,176.0,1
00123.jpg,151.0,568.0,1954.0,1271.0,1
00124.jpg,14.0,88.0,271.0,178.0,3
00125.jpg,135.0,761.0,1894.0,1353.0,4
00126.jpg,44.0,123.0,778.0,487.0,5
00127.jpg,69.0,103.0,537.0,322.0,5
00128.jpg,86.0,78.0,355.0,284.0,1
00129.jpg,50.0,80.0,592.0,273.0,4
00130.jpg,95.0,161.0,543.0,368.0,6
00131.jpg,275.0,195.0,863.0,474.0,1
00132.jpg,99.0,78.0,557.0,389.0,6
00133.jpg,11.0,126.0,426.0,360.0,4
00135.jpg,19.0,735.0,2669.0,2192.0,6
00136.jpg,21.0,35.0,279.0,195.0,3
00137.jpg,45.0,99.0,593.0,403.0,2
00138.jpg,130.0,282.0,1425.0,900.0,5
00139.jpg,72.0,215.0,628.0,481.0,4
00140.jpg,62.0,95.0,633.0,434.0,2
00141.jpg,13.0,106.0,476.0,260.0,4
00142.jpg,78.0,300.0,952.0,633.0,5
00143.jpg,72.0,51.0,566.0,412.0,6
00144.jpg,66.0,59.0,283.0,202.0,7
00145.jpg,135.0,36.0,1181.0,885.0,4
00146.jpg,2.0,5.0,298.0,162.0,1
00147.jpg,8.0,12.0,770.0,309.0,6
00148.jpg,24.0,78.0,608.0,379.0,4
00149.jpg,34.0,1.0,242.0,179.0,3
00151.jpg,8.0,37.0,294.0,150.0,4
00152.jpg,23.0,66.0,499.0,311.0,5
00155.jpg,76.0,4.0,1585.0,1120.0,6
00157.jpg,32.0,130.0,973.0,661.0,4
00159.jpg,37.0,139.0,988.0,694.0,4
00160.jpg,114.0,46.0,546.0,287.0,1
00161.jpg,12.0,83.0,629.0,354.0,4
00162.jpg,38.0,66.0,548.0,385.0,4
00163.jpg,46.0,84.0,661.0,428.0,6
00164.jpg,13.0,29.0,239.0,174.0,6
00167.jpg,19.0,27.0,429.0,258.0,4
00168.jpg,110.0,96.0,565.0,389.0,4
00169.jpg,2.0,22.0,140.0,81.0,7
00170.jpg,48.0,71.0,615.0,453.0,7
00171.jpg,41.0,42.0,262.0,170.0,2
00172.jpg,6.0,108.0,493.0,267.0,1
00173.jpg,26.0,61.0,508.0,342.0,6
00174.jpg,13.0,29.0,249.0,159.0,3
00175.jpg,69.0,120.0,739.0,502.0,7
00176.jpg,45.0,85.0,1005.0,558.0,5
00177.jpg,98.0,22.0,650.0,302.0,6
00178.jpg,5.0,28.0,285.0,148.0,3
00179.jpg,42.0,113.0,601.0,439.0,6
00180.jpg,3.0,40.0,297.0,157.0,6
00181.jpg,84.0,256.0,913.0,752.0,5
00182.jpg,43.0,226.0,1001.0,630.0,2
00185.jpg,24.0,35.0,620.0,438.0,6
00186.jpg,6.0,72.0,255.0,178.0,3
00187.jpg,4.0,408.0,1600.0,934.0,1
00188.jpg,25.0,162.0,1241.0,764.0,5
00189.jpg,18.0,15.0,583.0,421.0,2
00191.jpg,129.0,75.0,654.0,422.0,6
00192.jpg,37.0,24.0,259.0,212.0,6
00193.jpg,82.0,107.0,990.0,723.0,6
00194.jpg,187.0,327.0,1211.0,769.0,4
00196.jpg,26.0,46.0,266.0,213.0,2
00197.jpg,47.0,102.0,492.0,371.0,6
00198.jpg,91.0,121.0,574.0,357.0,1
00199.jpg,151.0,298.0,1285.0,835.0,2
00200.jpg,30.0,55.0,301.0,187.0,4
00202.jpg,233.0,217.0,1228.0,807.0,3
00203.jpg,30.0,167.0,945.0,545.0,4
00204.jpg,11.0,61.0,284.0,151.0,1
00205.jpg,29.0,70.0,612.0,356.0,4
00206.jpg,117.0,222.0,558.0,434.0,1
00207.jpg,31.0,119.0,438.0,258.0,5
00209.jpg,58.0,136.0,973.0,636.0,4
00210.jpg,8.0,80.0,639.0,366.0,4
00211.jpg,11.0,47.0,598.0,365.0,4
00212.jpg,8.0,20.0,254.0,155.0,1
00213.jpg,37.0,62.0,261.0,191.0,6
00214.jpg,70.0,78.0,915.0,640.0,3
00215.jpg,38.0,50.0,221.0,138.0,1
00216.jpg,21.0,45.0,133.0,88.0,7
00223.jpg,42.0,115.0,299.0,288.0,2
00224.jpg,19.0,10.0,177.0,134.0,7
00225.jpg,20.0,50.0,463.0,313.0,6
00226.jpg,46.0,15.0,202.0,156.0,3
00227.jpg,36.0,63.0,613.0,397.0,4
00228.jpg,237.0,156.0,896.0,365.0,1
00229.jpg,5.0,46.0,255.0,138.0,4
00230.jpg,223.0,542.0,3692.0,2478.0,2
00231.jpg,73.0,109.0,606.0,374.0,3
00233.jpg,276.0,124.0,1495.0,951.0,4
00234.jpg,99.0,364.0,1211.0,954.0,6
00235.jpg,59.0,63.0,549.0,404.0,3
00236.jpg,19.0,138.0,571.0,424.0,2
00237.jpg,11.0,10.0,396.0,265.0,3
00238.jpg,163.0,91.0,527.0,346.0,4
00239.jpg,4.0,19.0,255.0,172.0,4
00240.jpg,45.0,60.0,251.0,171.0,4
00241.jpg,32.0,59.0,1011.0,709.0,2
00243.jpg,270.0,228.0,727.0,416.0,2
00244.jpg,21.0,93.0,479.0,331.0,2
00245.jpg,22.0,59.0,536.0,238.0,4
00246.jpg,1.0,317.0,1280.0,945.0,4
00247.jpg,47.0,125.0,850.0,468.0,4
00248.jpg,52.0,167.0,508.0,387.0,4
00249.jpg,6.0,155.0,631.0,450.0,1
00250.jpg,11.0,35.0,246.0,186.0,2
00251.jpg,576.0,466.0,2994.0,1953.0,4
00252.jpg,37.0,50.0,253.0,158.0,4
00253.jpg,51.0,105.0,579.0,335.0,6
00254.jpg,21.0,11.0,296.0,141.0,6
00255.jpg,29.0,78.0,734.0,396.0,1
00258.jpg,34.0,86.0,227.0,166.0,4
00259.jpg,75.0,254.0,2514.0,1929.0,4
00260.jpg,28.0,164.0,698.0,417.0,4
00261.jpg,32.0,79.0,378.0,221.0,4
00263.jpg,177.0,299.0,730.0,673.0,4
00264.jpg,42.0,72.0,472.0,299.0,3
00266.jpg,22.0,300.0,786.0,552.0,4
00267.jpg,25.0,133.0,620.0,374.0,1
00268.jpg,49.0,53.0,596.0,398.0,3
00269.jpg,29.0,192.0,605.0,391.0,4
00270.jpg,15.0,70.0,357.0,186.0,3
00273.jpg,37.0,65.0,458.0,321.0,3
00274.jpg,31.0,69.0,435.0,310.0,4
00275.jpg,165.0,183.0,495.0,358.0,2
00276.jpg,75.0,93.0,529.0,360.0,6
00277.jpg,72.0,193.0,926.0,613.0,4
00278.jpg,1.0,38.0,251.0,135.0,4
00279.jpg,16.0,31.0,553.0,297.0,5
00281.jpg,214.0,240.0,387.0,342.0,1
00282.jpg,20.0,97.0,460.0,356.0,4
00283.jpg,112.0,190.0,664.0,342.0,4
00284.jpg,49.0,101.0,942.0,619.0,6
00285.jpg,7.0,20.0,634.0,298.0,4
00286.jpg,116.0,143.0,769.0,713.0,6
00287.jpg,56.0,299.0,1266.0,721.0,3
00288.jpg,60.0,46.0,258.0,138.0,6
00289.jpg,205.0,197.0,741.0,425.0,1
00290.jpg,68.0,30.0,620.0,506.0,4
00291.jpg,27.0,147.0,573.0,471.0,6
00293.jpg,24.0,27.0,936.0,380.0,1
00294.jpg,11.0,141.0,629.0,386.0,6
00295.jpg,150.0,114.0,524.0,433.0,6
00296.jpg,18.0,115.0,618.0,456.0,6
00297.jpg,56.0,157.0,639.0,455.0,3
00298.jpg,49.0,67.0,362.0,245.0,4
00299.jpg,24.0,66.0,982.0,711.0,6
00300.jpg,41.0,103.0,994.0,692.0,7
00301.jpg,52.0,36.0,247.0,189.0,6
00302.jpg,1.0,37.0,296.0,171.0,2
00304.jpg,14.0,29.0,235.0,168.0,4
00305.jpg,37.0,21.0,169.0,122.0,6
00307.jpg,171.0,63.0,1187.0,894.0,6
00308.jpg,16.0,136.0,775.0,418.0,1
00310.jpg,36.0,43.0,407.0,319.0,6
00311.jpg,1.0,69.0,280.0,228.0,1
00312.jpg,53.0,79.0,627.0,464.0,4
00313.jpg,13.0,44.0,477.0,289.0,4
00314.jpg,33.0,71.0,615.0,435.0,3
00315.jpg,555.0,278.0,1543.0,1207.0,2
00318.jpg,73.0,159.0,445.0,376.0,1
00319.jpg,38.0,8.0,564.0,402.0,5
00320.jpg,42.0,17.0,440.0,282.0,2
00321.jpg,42.0,63.0,593.0,397.0,6
00322.jpg,9.0,304.0,1009.0,677.0,3
00323.jpg,161.0,263.0,632.0,415.0,4
00324.jpg,15.0,26.0,199.0,123.0,6
00325.jpg,12.0,21.0,285.0,142.0,1
00326.jpg,29.0,28.0,432.0,249.0,2
00327.jpg,2.0,6.0,546.0,298.0,1
00328.jpg,41.0,49.0,244.0,176.0,6
00329.jpg,10.0,105.0,660.0,475.0,3
00330.jpg,168.0,92.0,333.0,305.0,7
00331.jpg,26.0,81.0,596.0,391.0,4
00332.jpg,76.0,247.0,396.0,396.0,1
00334.jpg,179.0,300.0,1403.0,894.0,1
00335.jpg,23.0,31.0,236.0,176.0,3
00336.jpg,309.0,598.0,1767.0,995.0,1
00338.jpg,14.0,129.0,441.0,360.0,3
00339.jpg,39.0,5.0,234.0,174.0,5
00340.jpg,139.0,152.0,488.0,305.0,1
00341.jpg,62.0,116.0,974.0,610.0,4
00342.jpg,152.0,195.0,502.0,436.0,7
00343.jpg,63.0,36.0,760.0,504.0,6
00344.jpg,36.0,59.0,770.0,397.0,6
00345.jpg,26.0,13.0,234.0,194.0,3
00346.jpg,112.0,21.0,2859.0,1928.0,4
00347.jpg,100.0,190.0,907.0,691.0,6
00349.jpg,42.0,82.0,956.0,685.0,6
00350.jpg,17.0,52.0,247.0,158.0,3
00351.jpg,13.0,108.0,454.0,305.0,1
00352.jpg,107.0,40.0,433.0,240.0,6
00353.jpg,3.0,60.0,499.0,289.0,4
00354.jpg,44.0,212.0,984.0,596.0,5
00355.jpg,28.0,93.0,1011.0,675.0,2
00356.jpg,187.0,313.0,1381.0,1087.0,4
00358.jpg,53.0,116.0,562.0,353.0,4
00359.jpg,27.0,71.0,630.0,422.0,6
00360.jpg,12.0,23.0,245.0,176.0,3
00361.jpg,17.0,64.0,941.0,620.0,7
00362.jpg,108.0,121.0,539.0,357.0,6
00363.jpg,14.0,60.0,402.0,300.0,1
00364.jpg,15.0,47.0,286.0,184.0,3
00365.jpg,17.0,82.0,630.0,496.0,3
00366.jpg,67.0,55.0,508.0,338.0,6
00367.jpg,30.0,118.0,618.0,334.0,4
00369.jpg,40.0,52.0,603.0,357.0,1
00372.jpg,2.0,190.0,371.0,490.0,2
00373.jpg,243.0,318.0,805.0,629.0,1
00374.jpg,9.0,184.0,740.0,499.0,1
00375.jpg,122.0,48.0,697.0,401.0,4
00376.jpg,74.0,187.0,917.0,734.0,4
00377.jpg,20.0,48.0,624.0,453.0,6
00378.jpg,16.0,25.0,290.0,215.0,4
00379.jpg,119.0,194.0,942.0,586.0,3
00380.jpg,137.0,76.0,600.0,370.0,2
00381.jpg,66.0,88.0,455.0,322.0,3
00382.jpg,4.0,55.0,494.0,365.0,6
00383.jpg,80.0,1.0,549.0,431.0,6
00385.jpg,217.0,199.0,631.0,358.0,1
00386.jpg,65.0,321.0,1232.0,828.0,5
00387.jpg,47.0,150.0,1007.0,635.0,4
00388.jpg,18.0,53.0,244.0,175.0,6
00389.jpg,5.0,96.0,409.0,262.0,6
00390.jpg,14.0,21.0,782.0,487.0,1
00391.jpg,433.0,262.0,1339.0,985.0,7
00392.jpg,62.0,220.0,992.0,667.0,5
00393.jpg,110.0,266.0,986.0,700.0,6
00394.jpg,229.0,126.0,624.0,345.0,6
00395.jpg,58.0,45.0,205.0,165.0,6
00396.jpg,21.0,99.0,442.0,295.0,4
00397.jpg,30.0,29.0,282.0,164.0,4
00398.jpg,29.0,93.0,408.0,242.0,4
00399.jpg,121.0,108.0,655.0,387.0,4
00400.jpg,32.0,51.0,260.0,153.0,4
00401.jpg,24.0,78.0,366.0,232.0,7
00402.jpg,1.0,18.0,392.0,240.0,4
00403.jpg,299.0,199.0,1415.0,894.0,6
00404.jpg,30.0,132.0,724.0,361.0,1
00406.jpg,1.0,157.0,990.0,640.0,3
00408.jpg,49.0,76.0,343.0,266.0,2
00409.jpg,21.0,66.0,605.0,463.0,6
00410.jpg,31.0,119.0,404.0,248.0,4
00411.jpg,52.0,47.0,586.0,260.0,1
00412.jpg,195.0,372.0,1908.0,1339.0,4
00414.jpg,316.0,344.0,1269.0,891.0,3
00416.jpg,122.0,157.0,921.0,587.0,1
00417.jpg,63.0,69.0,603.0,385.0,6
00418.jpg,12.0,70.0,388.0,273.0,5
00419.jpg,50.0,89.0,584.0,387.0,4
00420.jpg,71.0,64.0,425.0,328.0,2
00421.jpg,71.0,158.0,690.0,341.0,5
00422.jpg,32.0,74.0,277.0,203.0,4
00424.jpg,22.0,83.0,415.0,322.0,4
00425.jpg,48.0,36.0,572.0,300.0,2
00426.jpg,85.0,318.0,1223.0,863.0,4
00427.jpg,33.0,128.0,581.0,458.0,4
00429.jpg,83.0,182.0,573.0,402.0,4
00430.jpg,82.0,74.0,589.0,340.0,4
00431.jpg,47.0,201.0,534.0,426.0,4
00432.jpg,54.0,128.0,429.0,353.0,1
00433.jpg,58.0,189.0,879.0,642.0,4
00434.jpg,18.0,50.0,280.0,162.0,1
00435.jpg,20.0,75.0,606.0,325.0,7
00436.jpg,20.0,51.0,271.0,180.0,4
00437.jpg,19.0,67.0,412.0,314.0,2
00438.jpg,52.0,94.0,543.0,323.0,4
00439.jpg,11.0,89.0,644.0,415.0,4
00441.jpg,30.0,35.0,382.0,235.0,4
00442.jpg,53.0,56.0,391.0,278.0,2
00443.jpg,37.0,60.0,218.0,144.0,6
00444.jpg,4.0,4.0,377.0,277.0,5
00445.jpg,121.0,169.0,1387.0,775.0,1
00446.jpg,17.0,41.0,465.0,293.0,4
00447.jpg,43.0,110.0,462.0,296.0,4
00448.jpg,37.0,67.0,617.0,437.0,2
00449.jpg,66.0,117.0,506.0,289.0,1
00450.jpg,57.0,59.0,506.0,288.0,1
00451.jpg,66.0,90.0,507.0,385.0,6
00453.jpg,65.0,91.0,391.0,278.0,6
00454.jpg,251.0,299.0,1423.0,901.0,4
00455.jpg,434.0,136.0,1528.0,829.0,4
00456.jpg,79.0,63.0,285.0,171.0,1
00457.jpg,79.0,91.0,600.0,456.0,6
00460.jpg,95.0,139.0,886.0,541.0,4
00462.jpg,5.0,8.0,83.0,58.0,6
00463.jpg,113.0,75.0,1551.0,1136.0,6
00464.jpg,72.0,216.0,884.0,579.0,6
00465.jpg,53.0,115.0,565.0,380.0,4
00466.jpg,104.0,261.0,511.0,480.0,2
00467.jpg,47.0,92.0,209.0,178.0,1
00468.jpg,1.0,18.0,300.0,147.0,3
00469.jpg,13.0,88.0,483.0,259.0,5
00472.jpg,34.0,315.0,1832.0,905.0,4
00473.jpg,18.0,38.0,249.0,178.0,3
00474.jpg,70.0,125.0,389.0,340.0,4
00475.jpg,21.0,85.0,793.0,389.0,2
00476.jpg,95.0,125.0,585.0,390.0,1
00477.jpg,160.0,175.0,923.0,623.0,3
00479.jpg,133.0,38.0,691.0,514.0,6
00480.jpg,29.0,46.0,239.0,134.0,6
00481.jpg,6.0,44.0,270.0,175.0,1
00482.jpg,80.0,91.0,589.0,429.0,4
00483.jpg,18.0,26.0,623.0,342.0,3
00486.jpg,43.0,74.0,587.0,399.0,6
00487.jpg,8.0,23.0,296.0,167.0,6
00488.jpg,28.0,35.0,207.0,139.0,5
00489.jpg,55.0,78.0,454.0,272.0,4
00490.jpg,21.0,51.0,233.0,163.0,4
00491.jpg,37.0,14.0,358.0,288.0,6
00492.jpg,13.0,108.0,612.0,386.0,4
00493.jpg,19.0,116.0,700.0,400.0,3
00494.jpg,39.0,337.0,1239.0,711.0,4
00495.jpg,111.0,98.0,863.0,766.0,3
00497.jpg,6.0,79.0,470.0,287.0,4
00498.jpg,78.0,102.0,560.0,368.0,7
00499.jpg,12.0,31.0,412.0,249.0,6
00502.jpg,1.0,11.0,101.0,84.0,7
00503.jpg,11.0,48.0,491.0,237.0,1
00504.jpg,45.0,63.0,237.0,138.0,4
00505.jpg,49.0,88.0,226.0,172.0,4
00506.jpg,26.0,185.0,764.0,610.0,4
00507.jpg,139.0,206.0,590.0,395.0,2
00508.jpg,85.0,237.0,1561.0,1052.0,4
00510.jpg,10.0,73.0,613.0,388.0,3
00511.jpg,74.0,43.0,569.0,407.0,2
00512.jpg,27.0,61.0,265.0,160.0,1
00513.jpg,12.0,164.0,533.0,351.0,4
00514.jpg,18.0,22.0,292.0,163.0,6
00515.jpg,17.0,70.0,282.0,166.0,4
00516.jpg,18.0,99.0,613.0,427.0,3
00517.jpg,20.0,205.0,1008.0,694.0,1
00518.jpg,34.0,57.0,237.0,178.0,6
00519.jpg,7.0,39.0,254.0,177.0,4
00520.jpg,14.0,59.0,253.0,142.0,4
00521.jpg,122.0,196.0,512.0,439.0,1
00522.jpg,6.0,7.0,94.0,68.0,6
00523.jpg,33.0,151.0,1000.0,528.0,4
00525.jpg,116.0,148.0,391.0,318.0,6
00527.jpg,56.0,3.0,736.0,271.0,2
00528.jpg,38.0,74.0,213.0,162.0,6
00529.jpg,45.0,44.0,563.0,415.0,4
00531.jpg,167.0,396.0,1945.0,1016.0,1
00533.jpg,40.0,68.0,487.0,263.0,4
00534.jpg,17.0,120.0,563.0,359.0,2
00535.jpg,508.0,240.0,1379.0,955.0,6
00536.jpg,29.0,116.0,593.0,409.0,3
00537.jpg,1.0,328.0,758.0,773.0,1
00539.jpg,30.0,11.0,413.0,316.0,2
00540.jpg,3.0,39.0,300.0,128.0,1
00541.jpg,12.0,52.0,275.0,208.0,3
00542.jpg,25.0,78.0,600.0,421.0,3
00543.jpg,8.0,79.0,397.0,240.0,6
00545.jpg,5.0,569.0,2040.0,1468.0,6
00546.jpg,40.0,114.0,350.0,285.0,1
00547.jpg,63.0,110.0,592.0,351.0,5
00548.jpg,11.0,36.0,247.0,175.0,1
00549.jpg,8.0,5.0,547.0,267.0,1
00550.jpg,11.0,130.0,394.0,257.0,2
00551.jpg,227.0,315.0,766.0,532.0,1
00552.jpg,4.0,41.0,281.0,148.0,1
00553.jpg,16.0,95.0,628.0,339.0,4
00554.jpg,41.0,38.0,299.0,190.0,4
00555.jpg,37.0,89.0,603.0,317.0,1
00556.jpg,101.0,254.0,938.0,605.0,1
00557.jpg,117.0,15.0,723.0,513.0,4
00559.jpg,20.0,65.0,612.0,409.0,4
00563.jpg,9.0,78.0,899.0,520.0,2
00564.jpg,45.0,86.0,600.0,355.0,1
00565.jpg,187.0,117.0,649.0,492.0,2
00566.jpg,520.0,373.0,1582.0,1043.0,4
00568.jpg,30.0,128.0,402.0,307.0,4
00569.jpg,25.0,234.0,1179.0,675.0,6
00570.jpg,10.0,44.0,239.0,193.0,3
00571.jpg,18.0,34.0,255.0,182.0,6
00572.jpg,78.0,245.0,896.0,604.0,2
00573.jpg,141.0,525.0,1803.0,1854.0,2
00575.jpg,13.0,75.0,632.0,446.0,6
00576.jpg,20.0,24.0,232.0,156.0,7
00577.jpg,51.0,97.0,669.0,286.0,7
00579.jpg,71.0,82.0,368.0,267.0,6
00580.jpg,49.0,241.0,1573.0,1075.0,2
00581.jpg,310.0,322.0,1121.0,691.0,4
00582.jpg,2.0,11.0,222.0,115.0,4
00583.jpg,107.0,66.0,566.0,314.0,2
00584.jpg,133.0,95.0,827.0,540.0,4
00585.jpg,388.0,220.0,1340.0,975.0,6
00586.jpg,31.0,105.0,246.0,194.0,2
00587.jpg,23.0,90.0,504.0,289.0,5
00588.jpg,12.0,56.0,247.0,155.0,6
00589.jpg,41.0,140.0,558.0,325.0,4
00590.jpg,9.0,16.0,299.0,204.0,4
00591.jpg,66.0,36.0,573.0,446.0,6
00592.jpg,62.0,128.0,615.0,389.0,1
00595.jpg,91.0,143.0,582.0,410.0,3
00597.jpg,62.0,162.0,607.0,458.0,3
00598.jpg,25.0,84.0,280.0,198.0,1
00599.jpg,33.0,56.0,408.0,294.0,6
00600.jpg,47.0,14.0,360.0,181.0,4
00601.jpg,28.0,55.0,974.0,675.0,4
00602.jpg,29.0,24.0,591.0,388.0,4
00603.jpg,4.0,16.0,213.0,118.0,4
00605.jpg,117.0,376.0,1610.0,1048.0,1
00606.jpg,99.0,72.0,894.0,675.0,2
00608.jpg,254.0,283.0,922.0,469.0,1
00610.jpg,395.0,247.0,1812.0,1254.0,6
00612.jpg,33.0,98.0,594.0,391.0,5
00613.jpg,24.0,72.0,589.0,481.0,7
00614.jpg,1.0,18.0,1022.0,692.0,4
00615.jpg,76.0,135.0,965.0,665.0,3
00616.jpg,61.0,66.0,737.0,430.0,2
00617.jpg,39.0,83.0,617.0,477.0,3
00618.jpg,42.0,216.0,998.0,619.0,6
00620.jpg,107.0,110.0,994.0,717.0,6
00621.jpg,10.0,28.0,791.0,520.0,6
00622.jpg,35.0,64.0,549.0,375.0,6
00625.jpg,12.0,41.0,652.0,341.0,6
00626.jpg,30.0,44.0,384.0,243.0,3
00627.jpg,143.0,89.0,390.0,238.0,4
00628.jpg,16.0,20.0,291.0,220.0,3
00629.jpg,3.0,10.0,259.0,193.0,6
00630.jpg,133.0,79.0,660.0,551.0,6
00631.jpg,11.0,8.0,270.0,160.0,4
00632.jpg,59.0,224.0,869.0,575.0,4
00634.jpg,15.0,31.0,286.0,148.0,1
00635.jpg,60.0,91.0,727.0,405.0,1
00636.jpg,37.0,51.0,370.0,268.0,1
00637.jpg,69.0,43.0,868.0,467.0,1
00638.jpg,3.0,41.0,258.0,157.0,1
00639.jpg,44.0,125.0,668.0,483.0,6
00640.jpg,33.0,177.0,583.0,422.0,1
00641.jpg,14.0,113.0,599.0,417.0,4
00642.jpg,37.0,54.0,261.0,175.0,4
00643.jpg,35.0,118.0,573.0,332.0,4
00644.jpg,55.0,138.0,588.0,349.0,6
00645.jpg,20.0,13.0,301.0,113.0,3
00647.jpg,169.0,428.0,1393.0,1001.0,4
00648.jpg,14.0,60.0,223.0,138.0,4
00649.jpg,64.0,153.0,818.0,423.0,4
00650.jpg,64.0,136.0,439.0,329.0,6
00651.jpg,8.0,147.0,782.0,511.0,4
00652.jpg,6.0,21.0,318.0,140.0,6
00653.jpg,15.0,46.0,194.0,109.0,4
00654.jpg,55.0,61.0,799.0,445.0,4
00656.jpg,43.0,75.0,445.0,252.0,4
