image_name,label
ROI_1079_img_13-7743308_100-5769839_a22-85231362_s112-85231362_y0_f90_1.jpg,SUV
ROI_1080_img_13-7643121_100-541877_a38-35356896_s128-35356896_y0_f90_1.jpg,Sedan
ROI_1080_img_13-7670448_100-6092199_a131-0863947_s221-0863947_y0_f90_1.jpg,Pickup
1,1
1,1
ROI_1081_img_13-7670448_100-6092199_a131-0863947_s221-0863947_y0_f90_1.jpg,NA
ROI_1081_img_13-7692704_100-57466_a290-0318727_s20-031872700000008_y0_f90_1.jpg,Hatchback
1,1
ROI_1082_img_13-7659563_100-5650571_a25-47480747_s115-47480747_y0_f90_1.jpg,Pickup
ROI_1082_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,Hatchback
1,1
ROI_1083_img_13-7464187_100-5886381_a22-54671216_s292-54671215999997_y0_f90_1.jpg,SUV
ROI_1083_img_13-7659563_100-5650571_a25-47480747_s115-47480747_y0_f90_1.jpg,Pickup
ROI_1083_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,SUV
ROI_1083_img_13-7692704_100-57466_a290-0318727_s200-0318727_y0_f90_1.jpg,Sedan
ROI_1084_img_13-7464187_100-5886381_a22-54671216_s292-54671215999997_y0_f90_1.jpg,NA
1,1
ROI_1084_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,NA
1,1
ROI_1085_img_13-7659563_100-5650571_a25-47480747_s295-47480747_y0_f90_1.jpg,SUV
ROI_1085_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,NA
1,1
ROI_1086_img_13-7659636_100-5467826_a210-5114337_s300-5114337_y0_f90_1.jpg,Sedan
1,1
ROI_1086_img_13-7692704_100-57466_a290-0318727_s200-0318727_y0_f90_1.jpg,NA
1,1
ROI_1088_img_13-7468498_100-5843267_a287-363772_s197-36377199999993_y0_f90_1.jpg,Sedan
1,1
ROI_1088_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,NA
1,1
ROI_1089_img_13-7660399_100-5547715_a202-2360323_s112-23603230000003_y0_f90_1.jpg,Pickup
1,1
ROI_1090_img_13-7468498_100-5843267_a287-363772_s197-36377199999993_y0_f90_1.jpg,Pickup
ROI_1090_img_13-7660399_100-5547715_a202-2360323_s292-23603230000003_y0_f90_1.jpg,NA
ROI_1090_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,NA
1,1
ROI_1091_img_13-766122_100-6032563_a38-79601178_s308-79601178_y0_f90_1.jpg,Sedan
1,1
ROI_1091_img_13-7693255_100-5563338_a25-8849464_s115-8849464_y0_f90_1.jpg,Sedan
ROI_1092_ChokChai4_img_13-8041543_100-5872178_a192-56152801652308_s270_y0_f90_1.jpg,NA
ROI_1092_img_13-7475285_100-5796306_a123-3110381_s213-31103810000002_y0_f90_1.jpg,Sedan
ROI_1092_img_13-7693255_100-5563338_a25-8849464_s115-8849464_y0_f90_1.jpg,NA
1,1
ROI_1093_img_13-766122_100-6032563_a38-79601178_s308-79601178_y0_f90_1.jpg,SUV
ROI_1094_img_13-7475285_100-5796306_a123-3110381_s213-31103810000002_y0_f90_1.jpg,SUV
ROI_1094_img_13-7662485_100-5465098_a117-0656767_s207-06567669999998_y0_f90_1.jpg,SUV
ROI_1095_img_13-7475285_100-5796306_a123-3110381_s213-31103810000002_y0_f90_1.jpg,Sedan
ROI_1095_img_13-7643371_100-539753_a30-82040882_s300-82040882_y0_f90_1.jpg,Sedan
1,1
1,1
1,1
1,1
1,1
1,1
ROI_1098_img_13-682475306029_100-480151427878_s270_f90_y0_1_02-2021.jpg,Sedan
ROI_1098_img_13-7643371_100-539753_a30-82040882_s300-82040882_y0_f90_1.jpg,Sedan
1,1
ROI_1099_img_13-7643371_100-539753_a30-82040882_s300-82040882_y0_f90_1.jpg,NA
ROI_1099_img_13-7663006_100-6001345_a217-2547491_s127-25474910000003_y0_f90_1.jpg,NA
1,1
1,1
ROI_1100_img_13-7663006_100-6001345_a217-2547491_s307-2547491_y0_f90_1.jpg,Hatchback
1,1
ROI_1100_img_13-7747599_100-6231517_a119-6565301_s209-6565301_y0_f90_1.jpg,NA
1,1
ROI_1101_img_13-7664094_100-5434304_a117-6947036_s207-6947036_y0_f90_1.jpg,NA
1,1
ROI_1101_img_13-7747599_100-6231517_a119-6565301_s209-6565301_y0_f90_1.jpg,NA
ROI_1102_img_13-7475733_100-5850435_a18-30363419_s108-30363419_y0_f90_1.jpg,Hatchback
ROI_1102_img_13-7664094_100-5434304_a117-6947036_s207-6947036_y0_f90_1.jpg,Pickup
1,1
1,1
ROI_1103_img_13-7664094_100-5434304_a117-6947036_s207-6947036_y0_f90_1.jpg,NA
ROI_1103_img_13-7747599_100-6231517_a119-6565301_s209-6565301_y0_f90_1.jpg,NA
ROI_1104_img_13-7475733_100-5850435_a18-30363419_s108-30363419_y0_f90_1.jpg,Sedan
1,1
1,1
ROI_1105_img_13-7475733_100-5850435_a18-30363419_s108-30363419_y0_f90_1.jpg,Hatchback
1,1
ROI_1105_img_13-7697376_100-5345178_a209-6460315_s119-64603149999999_y0_f90_1.jpg,Hatchback
ROI_1105_img_13-7747599_100-6231517_a119-6565301_s209-6565301_y0_f90_1.jpg,NA
ROI_1106_img_13-7475733_100-5850435_a18-30363419_s108-30363419_y0_f90_1.jpg,Sedan
ROI_1106_img_13-7697376_100-5345178_a209-6460315_s119-64603149999999_y0_f90_1.jpg,Sedan
ROI_1107_img_13-7475733_100-5850435_a18-30363419_s108-30363419_y0_f90_1.jpg,NA
ROI_1107_img_13-7665056_100-5663257_a196-5752393_s106-57523930000002_y0_f90_1.jpg,NA
1,1
ROI_1107_img_13-7748873_100-5568599_a19-55227396_s109-55227396000001_y0_f90_1.jpg,Pickup
ROI_1108_img_13-7475733_100-5850435_a18-30363419_s108-30363419_y0_f90_1.jpg,SUV
ROI_1108_img_13-7697376_100-5345178_a209-6460315_s119-64603149999999_y0_f90_1.jpg,NA
1,1
1,1
1,1
ROI_110_img_13-7105978620982_100-405188632589_s90_f90_y0_1_03-2021.jpg,NA
1,1
1,1
1,1
ROI_1111_img_13-7697376_100-5345178_a209-6460315_s119-64603149999999_y0_f90_1.jpg,Sedan
ROI_1112_img_13-7667082_100-6034073_a299-1857961_s29-185796100000005_y0_f90_1.jpg,Sedan
ROI_1112_img_13-7697376_100-5345178_a209-6460315_s119-64603149999999_y0_f90_1.jpg,NA
1,1
ROI_1114_img_13-7667727_100-5356214_a25-41138042_s115-41138042_y0_f90_1.jpg,Sedan
ROI_1115_img_13-7649164_100-6172962_a170-2122719_s80-21227190000002_y0_f90_1.jpg,Pickup
ROI_1115_img_13-7667727_100-5356214_a25-41138042_s115-41138042_y0_f90_1.jpg,Sedan
1,1
ROI_1116_img_13-7667727_100-5356214_a25-41138042_s115-41138042_y0_f90_1.jpg,Sedan
ROI_1116_img_13-7697611_100-5819309_a11-32580588_s281-32580588_y0_f90_1.jpg,Hatchback
1,1
ROI_1117_img_13-7667727_100-5356214_a25-41138042_s115-41138042_y0_f90_1.jpg,NA
1,1
1,1
ROI_1118_img_13-7667727_100-5356214_a25-41138042_s115-41138042_y0_f90_1.jpg,Sedan
ROI_1118_img_13-7697611_100-5819309_a11-32580588_s281-32580588_y0_f90_1.jpg,Sedan
ROI_1119_img_13-7476789_100-5793998_a123-3110381_s33-31103810000002_y0_f90_1.jpg,SUV
ROI_1119_img_13-765166_100-565893_a286-5798298_s196-57982979999997_y0_f90_1.jpg,Sedan
ROI_1119_img_13-7667727_100-5356214_a25-41138042_s115-41138042_y0_f90_1.jpg,NA
ROI_1120_MrtSutthisan_img_13-7920999_100-5671416_a354_s270_y75_f90_0.jpg,NA
ROI_1120_img_13-7476789_100-5793998_a123-3110381_s33-31103810000002_y0_f90_1.jpg,NA
1,1
ROI_1120_img_13-7667727_100-5356214_a25-41138042_s115-41138042_y0_f90_1.jpg,Pickup
ROI_1120_img_13-769951_100-586429_a187-6242432_s277-6242432_y0_f90_1.jpg,Sedan
1,1
ROI_1121_img_13-769951_100-586429_a187-6242432_s277-6242432_y0_f90_1.jpg,NA
1,1
1,1
ROI_1122_img_13-769951_100-586429_a187-6242432_s97-62424320000002_y0_f90_1.jpg,Sedan
1,1
ROI_1123_img_13-7667748_100-5664112_a197-0153824_s287-0153824_y0_f90_1.jpg,Sedan
ROI_1123_img_13-7672175_100-604603_a130-3420339_s40-34203389999999_y0_f90_1.jpg,Sedan
ROI_1123_img_13-769951_100-586429_a187-6242432_s97-62424320000002_y0_f90_1.jpg,Hatchback
1,1
ROI_1124_img_13-7672175_100-604603_a130-3420339_s40-34203389999999_y0_f90_1.jpg,NA
ROI_1124_img_13-769951_100-586429_a187-6242432_s97-62424320000002_y0_f90_1.jpg,Sedan
ROI_1125_img_13-7485619_100-5860184_a16-89191729_s286-89191729_y0_f90_1.jpg,NA
1,1
1,1
1,1
ROI_1126_img_13-7653905_100-5533192_a23-19579371_s293-19579371_y0_f90_1.jpg,Pickup
ROI_1126_img_13-7667829_100-6190299_a170-1403324_s80-14033240000003_y0_f90_1.jpg,Sedan
1,1
ROI_1126_img_13-7771326_100-5708294_a64-64114014_s334-64114014_y0_f90_1.jpg,NA
ROI_1127_img_13-7668434_100-6189186_a172-4567308_s82-4567308_y0_f90_1.jpg,Sedan
ROI_1127_img_13-7672175_100-604603_a130-3420339_s40-34203389999999_y0_f90_1.jpg,NA
ROI_1128_img_13-7752146_100-6212655_a175-9348601_s85-93486010000004_y0_f90_1.jpg,Sedan
1,1
ROI_1129_img_13-7752146_100-6212655_a175-9348601_s85-93486010000004_y0_f90_1.jpg,NA
ROI_1130_img_13-7668684_100-5644266_a201-4719453_s291-4719453_y0_f90_1.jpg,Sedan
1,1
ROI_1130_img_13-7752146_100-6212655_a175-9348601_s85-93486010000004_y0_f90_1.jpg,Pickup
1,1
ROI_1131_img_13-7700112_100-6277209_a257-4330184_s347-4330184_y0_f90_1.jpg,NA
1,1
ROI_1132_img_13-766893_100-5509405_a206-6984956_s116-6984956_y0_f90_1.jpg,SUV
ROI_1132_img_13-7752146_100-6212655_a175-9348601_s85-93486010000004_y0_f90_1.jpg,Pickup
ROI_1133_img_13-766893_100-5509405_a206-6984956_s116-6984956_y0_f90_1.jpg,Sedan
ROI_1133_img_13-7752146_100-6212655_a175-9348601_s85-93486010000004_y0_f90_1.jpg,Sedan
1,1
ROI_1134_img_13-766893_100-5509405_a206-6984956_s116-6984956_y0_f90_1.jpg,Pickup
1,1
ROI_1135_img_13-766893_100-5509405_a206-6984956_s116-6984956_y0_f90_1.jpg,Pickup
1,1
ROI_1137_img_13-766893_100-5509405_a206-6984956_s116-6984956_y0_f90_1.jpg,Pickup
ROI_1137_img_13-7714970823495_100-483544805042_s90_f90_y0_1_02-2021.jpg,SUV
1,1
1,1
ROI_1140_img_13-7659563_100-5650571_a25-47480747_s115-47480747_y0_f90_1.jpg,Pickup
ROI_1140_img_13-7669187_100-6250872_a170-8133123_s260-8133123_y0_f90_1.jpg,Pickup
ROI_1140_img_13-767403_100-610257_a219-4398183_s309-4398183_y0_f90_1.jpg,Sedan
1,1
1,1
1,1
1,1
ROI_1143_img_13-7659563_100-5650571_a25-47480747_s295-47480747_y0_f90_1.jpg,SUV
ROI_1143_img_13-7670169_100-5357421_a25-40547316_s115-40547316_y0_f90_1.jpg,Sedan
ROI_1144_img_13-7670169_100-5357421_a25-40547316_s115-40547316_y0_f90_1.jpg,Sedan
ROI_1145_img_13-7670169_100-5357421_a25-40547316_s115-40547316_y0_f90_1.jpg,Sedan
ROI_1145_img_13-7685312_100-5540825_a290-7950995_s20-795099499999992_y0_f90_1.jpg,Pickup
ROI_1146_img_13-7670169_100-5357421_a25-40547316_s115-40547316_y0_f90_1.jpg,Sedan
1,1
1,1
1,1
1,1
ROI_1150_MrtSutthisan_img_13-7981587_100-5711205_a239_s270_y75_f90_0.jpg,Pickup
1,1
ROI_1150_img_13-7670169_100-5357421_a25-40547316_s295-40547316_y0_f90_1.jpg,SUV
ROI_1151_MrtSutthisan_img_13-7981587_100-5711205_a239_s270_y75_f90_0.jpg,Pickup
1,1
ROI_1151_img_13-7670169_100-5357421_a25-40547316_s295-40547316_y0_f90_1.jpg,Pickup
ROI_1152_MrtSutthisan_img_13-7981587_100-5711205_a239_s270_y75_f90_0.jpg,Pickup
1,1
1,1
ROI_1153_MrtSutthisan_img_13-7981587_100-5711205_a239_s270_y75_f90_0.jpg,Pickup
ROI_1153_img_13-7497396_100-5486001_a186-8133847_s276-81338470000003_y0_f90_1.jpg,Sedan
ROI_1153_img_13-8106148_100-5728587_a178-3231431_s88-32314310000004_y0_f90_1.jpg,Pickup
ROI_1154_MrtSutthisan_img_13-7981587_100-5711205_a239_s270_y75_f90_0.jpg,NA
ROI_1154_img_13-7497396_100-5486001_a186-8133847_s276-81338470000003_y0_f90_1.jpg,NA
ROI_1154_img_13-7670448_100-6092199_a131-0863947_s221-0863947_y0_f90_1.jpg,NA
1,1
ROI_1155_img_13-7497396_100-5486001_a186-8133847_s96-81338470000003_y0_f90_1.jpg,Sedan
ROI_1155_img_13-759325_100-5637171_a190-3165916_s100-31659160000004_y0_f90_1.jpg,Sedan
ROI_1155_img_13-7670448_100-6092199_a131-0863947_s221-0863947_y0_f90_1.jpg,Pickup
1,1
1,1
ROI_1156_img_13-759325_100-5637171_a190-3165916_s100-31659160000004_y0_f90_1.jpg,Hatchback
ROI_1156_img_13-7670448_100-6092199_a131-0863947_s221-0863947_y0_f90_1.jpg,NA
ROI_1157_img_13-7497396_100-5486001_a186-8133847_s96-81338470000003_y0_f90_1.jpg,SUV
1,1
ROI_1157_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,Hatchback
1,1
1,1
ROI_1158_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,SUV
1,1
ROI_1159_img_13-7497396_100-5486001_a186-8133847_s96-81338470000003_y0_f90_1.jpg,NA
ROI_1159_img_13-759325_100-5637171_a190-3165916_s100-31659160000004_y0_f90_1.jpg,Hatchback
1,1
ROI_1160_img_13-759325_100-5637171_a190-3165916_s100-31659160000004_y0_f90_1.jpg,SUV
1,1
1,1
1,1
ROI_1162_img_13-759325_100-5637171_a190-3165916_s100-31659160000004_y0_f90_1.jpg,NA
ROI_1162_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,NA
ROI_1163_img_13-759325_100-5637171_a190-3165916_s100-31659160000004_y0_f90_1.jpg,NA
ROI_1163_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,NA
ROI_1164_img_13-759325_100-5637171_a190-3165916_s100-31659160000004_y0_f90_1.jpg,NA
ROI_1164_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,NA
1,1
1,1
ROI_1166_img_13-759325_100-5637171_a190-3165916_s100-31659160000004_y0_f90_1.jpg,Pickup
ROI_1166_img_13-7670448_100-6092199_a131-0863947_s41-08639470000003_y0_f90_1.jpg,NA
1,1
